鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
大同區,租賃房屋,臺北市大同區承德路二段４６號８樓之３及之４,0.0,,,,1141128,土地0建物0車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740211,12.0,5,2,3,有,有,有,9300,775,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPWNMLRKKIKGFBA38CC,分租套房,有,1141128~1151031,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
萬華區,租賃房屋,臺北市萬華區康定路２３２號六樓之２４,0.0,,,,1141124,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0700410,36.85,1,1,1,有,有,有,12000,326,,0.0,0,此為國家住宅都市更新中心社會住宅包租代管計畫之物件,RPXNMLRKKIKGFBA48CC,獨立套房,有,1141208~1151207,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
萬華區,租賃房屋,臺北市萬華區萬大路４８６巷１０弄９號１樓,0.0,,,,1141122,土地0建物1車位0,一層,2,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0501127,42.99,2,1,1,有,無,有,15000,349,,0.0,0,,RPPOMLRKKIKGFBA77CC,整棟(戶)出租,無,1141130~1151129,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,社會住宅代管
萬華區,租賃房屋,臺北市萬華區峨眉街１００號十樓之２,0.0,,,,1141127,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),一般事務所,鋼筋混凝土造,0950126,46.42,1,1,1,有,有,有,26500,571,,0.0,0,此為國家住宅都市更新中心社會住宅包租代管計畫之物件,RPQOMLRKKIKGFBA87CC,獨立套房,有,1150101~1151231,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
南港區,租賃房屋,臺北市南港區八德路四段８７１號八樓之４,0.0,,,,1141124,土地0建物1車位0,八層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841219,43.11,1,1,1,有,有,有,24000,557,,0.0,0,此為國家住宅都市更新中心社會住宅包租代管計畫之物件租金總額含瓦斯費；續租案件；,RPSNMLRKKIKGFDA18CC,獨立套房,有,1141212~1151211,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
士林區,租賃房屋,臺北市士林區磺溪街４５號２樓,0.0,,,,1141125,土地0建物0車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860721,19.0,4,2,2,有,無,有,7400,389,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPSNMLRKKIKGFEA28CC,分租套房,無,1141125~1150930,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
文山區,租賃房屋+車位,臺北市文山區木柵路四段９巷１９號三樓,0.0,,,,1141125,土地0建物1車位1,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870815,147.29,3,2,2,有,有,有,36577,248,一樓平面,0.0,0,租金已扣除管理費3423元,RPPNMLSKKIKGFAA67CC,整棟(戶)出租,有,1141201~1161130,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,
中正區,租賃房屋,臺北市中正區羅斯福路二段１３２號七樓之２,0.0,,,,1141128,土地0建物1車位0,七層,15,住宅大樓(11層含以上有電梯),一般事務所,鋼筋混凝土造,0951225,43.72,1,1,1,有,有,有,23000,526,,0.0,0,,RPQNMLSKKIKGFAA77CC,獨立套房,有,1141210~1151209,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
文山區,租賃房屋,臺北市文山區木柵路二段７巷１０號三樓,0.0,,,,1141128,土地0建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,0571120,94.3,3,1,1,有,無,有,25000,265,,0.0,0,,RPRNMLSKKIKGFAA87CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
大同區,租賃房屋,臺北市大同區天水路１２號１１樓之９,0.0,,,,1141127,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0671208,28.99,1,1,1,有,有,有,15000,517,,0.0,0,,RPPNMLSKKIKGFBA77CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
大同區,租賃房屋,臺北市大同區延平北路二段１２７號十樓之２,0.0,,,,1141127,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0680419,29.67,1,1,1,有,有,有,14000,472,,0.0,0,,RPRNMLSKKIKGFBA97CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
大同區,租賃房屋,臺北市大同區昌吉街３５號三樓,0.0,,,,1141128,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0560921,39.77,2,2,1,有,無,有,20000,503,,0.0,0,,RPVNMLSKKIKGFBA38CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
大同區,租賃房屋,臺北市大同區伊寧街９巷７號六樓,0.0,,,,1141128,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870623,130.4,2,1,2,有,有,有,35000,268,,0.0,0,未租賃車位，建物登記含有車位面積；,RPWNMLSKKIKGFBA48CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
大同區,租賃房屋,臺北市大同區太原路８０號１１樓,0.0,,,,1141121,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971211,138.42000000000002,3,2,1,有,有,有,55000,397,,0.0,0,,RPROMLSKKIKGFBA08CC,整棟(戶)出租,有,1141214~1151213,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
中山區,租賃房屋+車位,臺北市中山區南京東路一段１７號二十二樓,0.0,,,,1141127,土地0建物1車位2,二十二層,23,住宅大樓(11層含以上有電梯),（Ｈ－２）集合住宅,鋼骨造,1100823,447.46000000000004,3,2,3,有,有,有,280000,626,坡道平面,71.0,0,租金總額含稅；管理費；租賃期間有約定不同租金自117年01月01日起至117年12月31日止，每月租金288400元整含稅。自118年01月01日起至118年12月31日止，每月租金297052元整含稅。自119年01月01日起至119年12月31日止，每月租金305963元整含稅。；,RPROMLSKKIKGFCA18CC,,有,1150101~1191231,有,洗衣機、電視機、冰箱,
松山區,租賃房屋,臺北市松山區民生東路五段１５１號五樓之１２,0.0,,,,1141128,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0720129,52.34,1,1,1,有,有,有,22000,420,,0.0,0,,RPXNMLSKKIKGFDA78CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
士林區,租賃房屋,臺北市士林區通河街３２３巷６５之３號,0.0,,,,1141127,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591210,29.48,2,1,1,有,無,有,14500,492,,0.0,0,,RPPNMLSKKIKGFEA08CC,整棟(戶)出租,無,1141205~1151204,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北投區,租賃房屋,臺北市北投區大興街９巷４號二樓,0.0,,,,1141127,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720112,110.62,3,2,2,有,無,無,25000,226,,0.0,0,,RPRNMLSKKIKGFEA28CC,整棟(戶)出租,無,1141201~1151130,無,熱水器,社會住宅代管
北投區,租賃房屋,臺北市北投區天母北路１０５巷１５弄１號七樓之５,0.0,,,,1141127,土地0建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840629,33.480000000000004,1,1,1,有,有,無,13500,403,,0.0,0,,RPTNMLSKKIKGFEA48CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
大安區,租賃房屋,臺北市大安區安居街１２１號四樓,0.0,,,,1141127,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661011,86.1,3,2,1,有,無,有,33000,383,,0.0,0,多人共同承租2；,RPQNMLSKKIKGFFA28CC,整棟(戶)出租,無,1141221~1151220,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
大同區,租賃房屋,臺北市大同區承德路三段７號１３樓,0.0,,,,1141121,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990903,217.62,4,2,2,有,有,有,83000,381,,0.0,0,續租案件；,RPUNMLTKKIKGFBA38CC,整棟(戶)出租,有,1141122~1161121,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
萬華區,租賃房屋,臺北市萬華區大理街１６１之３號四樓,0.0,,,,1141127,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700828,92.17,3,1,1,有,無,有,25000,271,,0.0,0,,RPTOMLTKKIKGFBA38CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
萬華區,租賃房屋,臺北市萬華區華西街１７之４號五樓之１,0.0,,,,1141128,土地0建物1車位0,五層,8,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0711018,23.1,1,1,1,有,有,有,9000,390,,0.0,0,,RPUOMLTKKIKGFBA48CC,獨立套房,有,1141205~1171204,有,冷氣、熱水器、電視機,社會住宅包租轉租
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141126,土地0建物0車位0,九層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,29.21,300,10,300,有,無,有,19500,668,,0.0,0,1003號房。,RPPOMLTKKIKGFDA18CC,分租套房,有,1141126~1151125,有,熱水器、電視機、冰箱,
南港區,租賃房屋,臺北市南港區昆陽街１３４巷１號３樓,0.0,,,,1141127,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640604,19.0,3,0,3,有,無,有,14500,763,,0.0,0,3C室續租案件；,RPXPMLTKKIKGFDA09CC,分租套房,無,1141210~1151209,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
士林區,車位,臺北市士林區中山北路六段１５７巷１１號十三樓之２,0.0,,,,1141128,土地0建物0車位1,,,其他,,,,42.51,0,0,0,無,無,無,5000,,坡道平面,42.51,5000,租金總額含管理費；,RPWNMLTKKIKGFEA88CC,,,1141209~1151208,,,
大安區,租賃房屋,臺北市大安區復興南路一段１７１號９樓之２,0.0,,,,1141128,土地0建物0車位0,九層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼骨造,1130507,55.32,0,0,0,無,有,有,75000,1356,,0.0,0,租金總額含管理費；水費；電費；瓦斯費；網路費；其他每周清潔服務；,RPQNMLTKKIKGFFA38CC,獨立套房,有,1141128~1150430,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
大安區,租賃房屋,臺北市大安區忠孝東路四段１７０巷６弄５號４樓,0.0,,,,1141125,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0661221,147.39,3,2,2,有,有,無,75093,509,,0.0,0,租金總額含稅；,RPXNMLTKKIKGFFA09CC,,有,1141201~1151130,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,
士林區,租賃房屋,臺北市士林區天母東路４３巷４弄１２之１號五樓,0.0,,,,1141124,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850605,178.5,3,2,2,有,有,有,53000,297,,0.0,0,,RPRNMLKLKIKGFEA57CC,整棟(戶)出租,有,1150101~1151231,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
信義區,租賃房屋,臺北市信義區忠孝東路４段５６９號７樓之二,0.0,,,,1141124,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1050613,157.85000000000002,2,1,2,有,有,有,205800,1304,,0.0,0,租金總額含管理費；水費；電費；瓦斯費；網路費；未租賃車位，建物登記含有車位面積；,RPRNMLLLKIKGFDA57CC,整棟(戶)出租,有,1141130~1141229,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
士林區,租賃房屋,臺北市士林區忠誠路一段１４７巷１１號９樓,0.0,,,,1141126,土地0建物1車位0,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810506,127.9,2,2,2,有,有,有,58900,461,,0.0,0,,RPPNMLLLKIKGFEA47CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,一般轉租
文山區,租賃房屋,臺北市文山區仙岩路３８號６樓之８,0.0,,,,1141127,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1061018,29.28,1,0,1,有,無,有,16000,546,,0.0,0,,RPSOMLMLKIKGFAA57CC,獨立套房,有,1141127~1151231,有,冷氣、熱水器、洗衣機、網路,一般轉租
內湖區,租賃房屋,臺北市內湖區麗山街３９３巷７號２樓,0.0,,,,1141123,土地0建物0車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680626,10.7,5,1,2,有,無,有,11500,1075,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPRNMLMLKIKGFCA57CC,分租雅房,無,1141201~1151130,無,熱水器,一般代管
內湖區,租賃房屋,臺北市內湖區新明路１４３巷７號,0.0,,,,1141127,土地0建物1車位0,三層,6,廠辦,住工用,鋼筋混凝土造,0780511,364.96,0,0,0,無,有,無,95000,260,,0.0,0,租金總額含稅；租賃建物部分範圍，且未計入共有部分面積；,RPWOMLMLKIKGFCA18CC,,有,1150101~1171231,有,,
信義區,租賃房屋,臺北市信義區松山路４２１號５樓之３,0.0,,,,1141126,土地0建物1車位0,五層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0820514,46.38,0,0,0,無,有,無,28000,604,,0.0,0,,RPPOMLMLKIKGFDA57CC,,有,1141126~1171209,有,,
信義區,租賃房屋,臺北市信義區虎林街２１５號１樓,0.0,,,,1141124,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0800702,57.34,0,0,1,有,無,無,33000,576,,0.0,0,租金總額含稅；,RPVPMLMLKIKGFDA28CC,,無,1141215~1171231,有,冷氣、熱水器、瓦斯或天然氣,
松山區,租賃房屋,臺北市松山區八德路二段３４６巷１弄２７號,0.0,,,,1141124,土地0建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,,28.93,1,1,1,有,無,有,26000,899,,0.0,0,,RPWPMLMLKIKGFDA38CC,獨立套房,無,1141126~1151125,無,冷氣、熱水器、洗衣機,一般轉租
士林區,租賃房屋,臺北市士林區承德路四段２９２巷１１弄５號,0.0,,,,1141128,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0730514,122.44,2,2,2,有,無,有,32000,261,,0.0,0,續租案件；,RPOOMLMLKIKGFEA57CC,整棟(戶)出租,無,1150101~1151231,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
大安區,租賃房屋,臺北市大安區信義路四段６５號二樓,0.0,,,,1141128,土地0建物0車位0,二層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0751229,18.4,6,0,6,有,有,有,20000,1087,,0.0,0,租金總額含管理費；水費；電費；瓦斯費；網路費；,RPRNMLMLKIKGFFA87CC,分租套房,有,1141206~1151205,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,
中正區,租賃房屋,臺北市中正區重慶南路一段５８號三樓,0.0,,,,1141124,土地0建物1車位0,三層,9,辦公商業大樓,商業用,鋼筋混凝土造,0700826,499.93,5,2,2,有,有,無,200000,400,,0.0,0,租金總額含稅；,RPTOMLNLKIKGFBA87CC,,有,1141201~1191130,有,冷氣,
松山區,租賃房屋,臺北市松山區八德路二段３４６巷１弄２４號,0.0,,,,1141126,土地0建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,加強磚造,,28.93,1,1,1,有,無,有,26000,899,,0.0,0,,RPUPMLNLKIKGFDA28CC,獨立套房,無,1141127~1160326,無,冷氣、熱水器、洗衣機,一般轉租
松山區,租賃房屋,臺北市松山區八德路二段３４６巷１弄３２號,0.0,,,,1141127,土地0建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,,28.93,1,1,1,有,無,有,26000,899,,0.0,0,,RPWPMLNLKIKGFDA48CC,獨立套房,無,1141130~1151129,無,冷氣、熱水器、洗衣機,一般轉租
信義區,租賃房屋,臺北市信義區忠孝東路４段５６９號９樓之二,0.0,,,,1141124,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1050613,160.03,2,1,1,有,有,有,205800,1286,,0.0,0,租金總額含管理費；水費；電費；瓦斯費；網路費；未租賃車位，建物登記含有車位面積；,RPOQMLNLKIKGFDA77CC,整棟(戶)出租,有,1141208~1150507,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
大安區,租賃房屋,臺北市大安區光復南路２８０巷４３號,0.0,,,,1141124,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0750917,137.66,0,0,0,無,有,無,110000,799,,0.0,0,,RPPNMLNLKIKGFFA77CC,,有,1141201~1171130,有,冰箱,
大安區,租賃房屋,臺北市大安區敦化南路二段３７巷２７號４樓,0.0,,,,1141125,土地0建物0車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730525,13.21,7,1,2,有,無,有,13800,1045,,0.0,0,租金總額含水費；電費；瓦斯費；網路費；租賃建物部分範圍，且未計入共有部分面積；,RPRNMLNLKIKGFFA97CC,分租雅房,無,1150101~1151231,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
大同區,租賃房屋,臺北市大同區民權西路２４２號１１樓之２,0.0,,,,1141125,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,46.1,0,0,0,無,有,有,40000,868,,0.0,0,租金總額含管理費；續租案件；,RPVOMLOLKIKGFBA18CC,整棟(戶)出租,有,1141125~1151124,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視,
萬華區,租賃房屋,臺北市萬華區康定路１０３號１２樓之７,0.0,,,,1141125,土地0建物1車位0,十二層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050331,61.910000000000004,2,1,1,有,有,有,41000,662,,0.0,0,租金總額含管理費；網路費；續租案件；,RPWOMLOLKIKGFBA28CC,整棟(戶)出租,有,1141125~1161124,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視,
中山區,租賃房屋,臺北市中山區中山北路二段４５巷７號７樓之三,0.0,,,,1141128,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680623,39.81,1,1,1,有,有,有,19000,477,,0.0,0,,RPPOMLOLKIKGFCA67CC,獨立套房,有,1141210~1161209,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
