鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
萬華區,租賃房屋,臺北市萬華區漢口街二段９０巷７號,0.0,,,,1141127,土地0建物1車位0,見其他登記事項,23,店面(店鋪),第１９、２０組：一般零售業甲、乙組（Ｇ３）（不含日用百貨）,鋼骨造,1121019,49.7,0,2,1,有,有,無,35000,704,,0.0,0,租金總額含稅；管理費；,RPPPMLMJKIKGFBA27CC,,有,1141201~1191130,有,熱水器,
中正區,租賃房屋,臺北市中正區延平南路１６０之１號,0.0,,,,1141122,土地0建物0車位0,全,4,透天厝,,鋼筋混凝土造,0560407,19.68,12,0,12,有,無,有,16000,813,,0.0,0,續租案件；,RPRPMLMJKIKGFBA47CC,分租套房,無,1141122~1151121,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
萬華區,租賃房屋,臺北市萬華區西藏路１７６號二樓,0.0,,,,1141125,土地0建物0車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741105,23.2,5,0,5,有,無,有,12500,539,,0.0,0,,RPSPMLMJKIKGFBA57CC,分租套房,無,1141125~1151124,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
萬華區,租賃房屋,臺北市萬華區華西街１７之４號八樓之１,0.0,,,,1141128,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711018,26.45,1,0,1,有,有,有,10500,397,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件。續租案件；,RPTPMLMJKIKGFBA67CC,獨立套房,無,1141201~1150331,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區西藏路１７６號二樓,0.0,,,,1141125,土地0建物0車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741105,23.2,5,0,5,有,無,有,12500,539,,0.0,0,,RPUPMLMJKIKGFBA77CC,分租套房,無,1141125~1151124,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
中山區,租賃房屋,臺北市中山區新生北路三段１２號八樓之１,0.0,,,,1141126,土地0建物1車位0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011011,58.980000000000004,1,0,1,有,有,有,26000,441,,0.0,0,續租案件；,RPRNMLMJKIKGFCA37CC,獨立套房,有,1141220~1151219,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中山區,租賃房屋,臺北市中山區中山北路二段７７巷１６號六樓之２,0.0,,,,1141128,土地0建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711008,35.589999999999996,1,0,1,有,有,有,15000,421,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPXNMLMJKIKGFCA97CC,獨立套房,無,1141215~1151214,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中山區,租賃房屋,臺北市中山區松江路１２４巷２３號２樓,0.0,,,,1141124,土地0建物0車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0611110,16.8,4,2,3,有,有,有,9300,554,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPQOMLMJKIKGFCA37CC,分租套房,無,1141124~1151031,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
中山區,租賃房屋+車位,臺北市中山區中山北路二段４４巷２６號十一樓,0.0,,,,1141127,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),多戶住宅（Ｈ２）,鋼筋混凝土造,1130715,223.95000000000002,4,2,2,有,有,有,107100,478,坡道平面,38.05,0,,RPSOMLMJKIKGFCA57CC,整棟(戶)出租,有,1141212~1151211,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
中山區,租賃房屋,臺北市中山區吉林路４１１號七樓之２,0.0,,,,1141121,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851017,34.16,1,1,1,有,有,有,17000,498,,0.0,0,,RPVOMLMJKIKGFCA87CC,整棟(戶)出租,有,1141121~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
中山區,租賃房屋,臺北市中山區長春路８８號１０樓之４,0.0,,,,1141127,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0690201,25.59,1,1,1,有,有,有,14000,547,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件續租案件；,RPWOMLMJKIKGFCA97CC,獨立套房,有,1150101~1150702,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
內湖區,租賃房屋,臺北市內湖區內湖路三段１號６樓,0.0,,,,1141124,土地0建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840125,40.85,1,1,1,有,有,有,22000,539,,0.0,0,,RPQPMLMJKIKGFCA47CC,獨立套房,有,1141125~1151124,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區錦西街８號四樓,0.0,,,,1141125,土地0建物0車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670502,24.650000000000002,15,5,10,有,無,有,14550,590,,0.0,0,續租案件；,RPRPMLMJKIKGFCA57CC,分租套房,無,1141223~1151222,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
信義區,租賃房屋,臺北市信義區崇德街３８巷１２號五樓之１,0.0,,,,1141125,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800318,44.33,1,1,1,有,有,有,25500,575,,0.0,0,續租案件；,RPPNMLMJKIKGFDA27CC,獨立套房,有,1141126~1151125,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
信義區,租賃房屋,臺北市信義區永吉路５３號四樓之６,0.0,,,,1141127,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960524,38.96,1,0,1,有,有,有,20000,513,,0.0,0,,RPRNMLMJKIKGFDA47CC,獨立套房,有,1141205~1151204,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141128,土地0建物0車位0,十三層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.73,300,10,300,有,無,有,20500,667,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPSNMLMJKIKGFDA57CC,分租套房,有,1150201~1160131,有,冷氣、電視機、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區八德路三段１０６巷１號５樓之５,0.0,,,,1141128,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850517,37.31,1,0,1,有,有,有,18000,482,,0.0,0,,RPUNMLMJKIKGFDA77CC,獨立套房,有,1141129~1151011,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
信義區,租賃房屋,臺北市信義區基隆路一段３５巷７弄１之２號,0.0,,,,1141125,土地0建物0車位0,全,4,透天厝,防空避難室、會客室、宿舍,鋼筋混凝土造,0641016,15.71,42,0,3,有,無,有,6000,382,,0.0,0,,RPQOMLMJKIKGFDA47CC,分租雅房,無,1141125~1151124,無,冷氣、冰箱,一般轉租
信義區,租賃房屋,臺北市信義區基隆路一段３５巷７弄１之２號,0.0,,,,1141125,土地0建物0車位0,全,4,透天厝,防空避難室、會客室、宿舍,鋼筋混凝土造,0641016,15.71,42,0,3,有,無,有,6000,382,,0.0,0,,RPROMLMJKIKGFDA57CC,分租雅房,無,1141125~1151124,無,冷氣、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區長春路４４２號六樓之２,0.0,,,,1141124,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680123,35.629999999999995,1,1,1,有,有,無,23000,646,,0.0,0,租金總額含稅；,RPUOMLMJKIKGFDA87CC,,有,1141201~1151130,有,冷氣、熱水器,
信義區,租賃房屋,臺北市信義區和平東路三段３２９號,0.0,住,,,1141125,土地1建物1車位0,一層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0800305,74.64999999999999,0,0,0,無,有,無,38000,509,,0.0,0,,RPWOMLMJKIKGFDA08CC,,有,1141201~1151130,有,熱水器,
信義區,租賃房屋,臺北市信義區和平東路三段３２７號４F-１,0.0,住,,,1141123,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800305,134.81,4,2,2,有,有,無,32000,237,,0.0,0,,RPXOMLMJKIKGFDA18CC,整棟(戶)出租,有,1141215~1171214,有,熱水器,
北投區,租賃房屋,臺北市北投區中央北路一段１６７巷１弄２３號二樓,0.0,,,,1141128,土地0建物1車位0,二層,2,公寓(5樓含以下無電梯),住家用,加強磚造,0600906,45.5,1,1,1,有,無,有,14500,319,,0.0,0,續租案件；,RPQNMLMJKIKGFEA47CC,獨立套房,無,1141201~1150508,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
北投區,租賃房屋,臺北市北投區立農街二段２９２號三樓,0.0,,,,1141127,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631129,70.8,3,2,1,有,無,無,32000,452,,0.0,0,,RPRNMLMJKIKGFEA57CC,整棟(戶)出租,無,1141205~1151204,無,冷氣、熱水器,社會住宅代管
北投區,租賃房屋,臺北市北投區吉利街３６９巷１８號三樓,0.0,,,,1141126,土地0建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,0601115,69.66,2,2,1,有,無,無,23000,330,,0.0,0,,RPSNMLMJKIKGFEA67CC,整棟(戶)出租,無,1141130~1151129,無,冷氣、熱水器、冰箱,社會住宅代管
北投區,租賃房屋,臺北市北投區光明街２４２號十樓之１６,0.0,,,,1141128,土地0建物1車位0,十層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980818,45.79,1,0,1,有,有,有,14000,306,,0.0,0,未租賃車位，建物登記含有車位面積；續租案件；,RPOOMLMJKIKGFEA37CC,獨立套房,有,1141225~1151224,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
士林區,租賃房屋,臺北市士林區延平北路五段５９巷８弄１１號三樓,0.0,,,,1141122,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601215,71.8,2,2,1,有,無,有,25000,348,,0.0,0,,RPPOMLMJKIKGFEA47CC,整棟(戶)出租,無,1150101~1151231,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中正區,租賃房屋,臺北市中正區廈門街８１巷１６之７號３樓,0.0,,,,1141128,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0650407,96.81,3,1,2,有,無,有,20000,207,,0.0,0,續租案件；,RPPNMLNJKIKGFAA07CC,整棟(戶)出租,無,1141206~1151205,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
文山區,租賃房屋,臺北市文山區景華街１４７巷１弄９號３樓,0.0,,,,1141128,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650319,67.57,3,1,1,有,無,有,19000,281,,0.0,0,,RPQNMLNJKIKGFAA17CC,整棟(戶)出租,無,1141201~1151130,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
中正區,租賃房屋,臺北市中正區廈門街３７號四樓,0.0,,,,1141127,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住宅,鋼筋混凝土造,0620728,92.19,2,2,1,有,無,有,24000,260,,0.0,0,續租案件；,RPRNMLNJKIKGFAA27CC,整棟(戶)出租,無,1141203~1161202,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中正區,租賃房屋,臺北市中正區漢口街一段３２號,0.0,,,,1141126,土地0建物0車位0,全,6,透天厝,一層：店舖，二至六層：住宅,鋼筋混凝土造,0600123,17.76,21,0,14,有,無,有,9500,535,,0.0,0,續租案件；,RPQNMLNJKIKGFBA27CC,分租套房,無,1150104~1160103,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
大同區,租賃房屋,臺北市大同區民生西路１７８巷１號５樓,0.0,,,,1141121,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660304,22.56,8,3,5,有,無,有,16000,709,,0.0,0,續租案件；,RPOOMLNJKIKGFBA17CC,分租套房,無,1141220~1151219,有,冷氣、洗衣機、電視機、冰箱,一般轉租
大同區,租賃房屋,臺北市大同區迪化街二段１３３號二樓,0.0,,,,1141126,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731211,95.48,3,2,2,有,無,無,28000,293,,0.0,0,續租案件；,RPTOMLNJKIKGFBA67CC,整棟(戶)出租,無,1141204~1161203,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區康定路１０５號１７樓之１,0.0,,,,1141125,土地0建物1車位0,十七層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050331,51.730000000000004,1,1,1,有,有,無,33000,638,,0.0,0,租金總額含管理費；,RPUOMLNJKIKGFBA77CC,整棟(戶)出租,有,1141217~1151216,有,,
中正區,租賃房屋,臺北市中正區漢口街一段３２號,0.0,,,,1141128,土地0建物0車位0,全,6,透天厝,一層：店舖，二至六層：住宅,鋼筋混凝土造,0600123,6.98,21,0,14,有,無,有,6800,974,,0.0,0,續租案件；,RPVOMLNJKIKGFBA87CC,分租雅房,無,1141211~1151210,無,冷氣、電視機、冰箱,一般轉租
大同區,租賃房屋,臺北市大同區昌吉街６１巷９弄２６號３樓之３,0.0,,,,1141127,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640723,55.11,2,1,1,有,無,有,18000,327,,0.0,0,續租案件；,RPRPMLNJKIKGFBA57CC,整棟(戶)出租,無,1141215~1151214,無,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區南京東路一段９２號４樓,0.0,,,,1141125,土地0建物1車位0,四層,11,辦公商業大樓,商業用,鋼筋混凝土造,0630327,522.53,0,0,0,無,有,無,295824,566,,0.0,0,租金總額含稅；,RPRNMLNJKIKGFCA47CC,,有,1170920~1201019,有,,
中山區,租賃房屋,臺北市中山區錦西街８號四樓,0.0,,,,1141121,土地0建物0車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670502,49.300000000000004,15,5,10,有,無,有,22300,452,,0.0,0,此件租賃格局為2/1/1續租案件；,RPVNMLNJKIKGFCA87CC,分租套房,無,1150101~1151231,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
中山區,租賃房屋,臺北市中山區林森北路４１６巷１號２樓之１,0.0,,,,1141128,土地0建物1車位0,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0650909,40.64,1,1,1,有,有,有,26300,647,,0.0,0,,RPWNMLNJKIKGFCA97CC,獨立套房,有,1141202~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,
中山區,租賃房屋,臺北市中山區伊通街５２巷１９號、１９號二樓、１９號三樓、１９號四樓,0.0,,,,1141128,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0580515,55.55,8,8,4,有,無,有,32525,586,,0.0,0,此件租賃格局為2/2/1續租案件；,RPOOMLNJKIKGFCA27CC,分層出租,無,1150121~1160120,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
松山區,租賃房屋,臺北市松山區八德路四段１７７號,0.0,,,,1141121,土地0建物0車位0,全,4,透天厝,,加強磚造,0550621,22.75,8,0,8,有,無,有,17000,747,,0.0,0,多人共同承租2；,RPTNMLNJKIKGFDA77CC,分租套房,無,1141121~1151120,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區八德路四段１７７號,0.0,,,,1141121,土地0建物0車位0,全,4,透天厝,,加強磚造,0550621,22.75,8,0,8,有,無,有,17000,747,,0.0,0,多人共同承租2；,RPUNMLNJKIKGFDA87CC,分租套房,無,1141121~1151120,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
信義區,租賃房屋,臺北市信義區松隆路２４１號１５樓,0.0,,,,1141124,土地0建物1車位0,十五層,22,住宅大樓(11層含以上有電梯),集合住宅,鋼骨造,1131224,68.79,2,2,1,有,有,有,65000,945,,0.0,0,,RPQOMLNJKIKGFDA57CC,整棟(戶)出租,有,1141124~1151123,有,冷氣、洗衣機、電視機,
信義區,租賃房屋+車位,臺北市信義區忠孝東路五段４６９號１８樓,0.0,,,,1141124,土地0建物3車位3,十八層,21,住宅大樓(11層含以上有電梯),集合住宅,鋼骨造,1100119,417.03,3,2,3,有,有,無,250000,599,坡道平面,96.12,0,其他稅；含有多個門牌且未個別計算租金台北市信義區忠孝東路五段469號18樓台北市信義區忠孝東路五段469號18樓之1台北市信義區忠孝東路五段469號18樓之2；,RPROMLNJKIKGFDA67CC,整棟(戶)出租,有,1141220~1171219,有,,
信義區,租賃房屋,臺北市信義區永吉路２７８巷２７弄２０號二樓,0.0,,,,1141128,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620530,79.7,3,2,1,有,無,無,30000,376,,0.0,0,續租案件；,RPSOMLNJKIKGFDA77CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
北投區,租賃房屋,臺北市北投區中央北路四段１３２號二樓,0.0,,,,1141128,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730809,109.92999999999999,3,2,2,有,無,有,27000,246,,0.0,0,續租案件；,RPSNMLNJKIKGFEA77CC,整棟(戶)出租,無,1141201~1161130,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
士林區,租賃房屋,臺北市士林區文林路４７２號１０樓,0.0,,,,1141125,土地0建物1車位0,十層,13,住宅大樓(11層含以上有電梯),（第二組）多戶住宅（Ｈ２）,鋼筋混凝土造,1131122,76.63,2,2,1,有,有,無,55300,722,,0.0,0,此租金已扣除管理費4700元,RPTNMLNJKIKGFEA87CC,整棟(戶)出租,有,1141201~1151130,有,,
大安區,租賃房屋,臺北市大安區復興南路二段９號九樓,0.0,,,,1141127,土地0建物0車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760126,24.79,4,0,4,有,有,有,21500,867,,0.0,0,,RPTNMLNJKIKGFFA97CC,分租套房,有,1141219~1150318,有,冷氣、洗衣機、冰箱、瓦斯或天然氣,一般轉租
大安區,租賃房屋+車位,臺北市大安區仁愛路四段２９之３號９樓,0.0,,,,1141127,土地0建物1車位1,九層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,220.46,3,2,3,有,有,有,150000,680,坡道平面,21.09,0,,RPVNMLNJKIKGFFA18CC,整棟(戶)出租,有,1141215~1170115,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
大安區,租賃房屋,臺北市大安區基隆路二段２４９號２樓,0.0,,,,1141127,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610831,65.53,2,1,1,有,無,無,17000,259,,0.0,0,,RPWNMLNJKIKGFFA28CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器,社會住宅代管
文山區,租賃房屋,臺北市文山區興隆路１段１６巷６號４樓,0.0,,,,1141127,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,74.88,3,1,1,有,無,有,23000,307,,0.0,0,,RPRNMLOJKIKGFAA37CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
文山區,租賃房屋,臺北市文山區辛亥路四段１６６巷１９弄１之５號３樓,0.0,,,,1141126,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0650420,69.62,2,1,1,有,無,有,26000,373,,0.0,0,,RPVNMLOJKIKGFAA77CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
萬華區,租賃房屋,臺北市萬華區和平西路三段３８４號８樓之２３,0.0,,,,1141122,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700706,29.77,1,1,1,有,有,有,13000,437,,0.0,0,管理費每個月450元不包含在租金內,RPVNMLOJKIKGFBA87CC,獨立套房,有,1141130~1151129,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
大同區,租賃房屋,臺北市大同區長安西路３３６號,0.0,,,,1141128,土地0建物0車位0,全,6,透天厝,住商用,鋼筋混凝土造,0561110,19.83,32,0,28,有,無,有,15000,756,,0.0,0,,RPWNMLOJKIKGFBA97CC,分租套房,無,1141130~1160329,無,冷氣、熱水器、洗衣機、冰箱,一般轉租
中山區,租賃房屋,臺北市中山區中山北路一段１０５巷７號三樓,0.0,,,,1141126,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),,加強磚造,,19.42,8,0,8,有,無,有,15500,798,,0.0,0,續租案件；,RPRNMLOJKIKGFCA57CC,分租套房,無,1141227~1151226,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
中山區,租賃房屋,臺北市中山區建國北路三段７１號四樓之３,0.0,,,,1141126,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,84.34,2,2,1,有,有,有,45200,536,,0.0,0,管理費4000元由出租人負擔。免租金期：115年11月26日至115年12月02日。,RPVNMLOJKIKGFCA97CC,整棟(戶)出租,有,1141126~1151202,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般代管
中山區,租賃房屋,臺北市中山區新生北路三段８８巷４６號三樓,0.0,,,,1141121,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0660818,85.81,4,1,2,有,無,有,27000,315,,0.0,0,,RPOOMLOJKIKGFCA37CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機,社會住宅代管
內湖區,租賃房屋,臺北市內湖區內湖路二段２９３號１３樓之２,0.0,,,,1141125,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),（第二組）集合住宅（Ｈ２）,鋼筋混凝土造,1130830,77.03,2,2,1,有,有,無,45700,593,,0.0,0,此租金已扣管理費2300元,RPQOMLOJKIKGFCA57CC,整棟(戶)出租,有,1141128~1161127,有,,
中山區,租賃房屋+車位,臺北市中山區新生北路二段５３之２號５樓,0.0,,,,1141124,土地0建物1車位1,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980916,243.87,3,2,2,有,有,無,105468,432,坡道平面,26.75,0,此租金已扣除稅12000元、健保2532元租金總額含管理費；,RPSOMLOJKIKGFCA77CC,整棟(戶)出租,有,1150101~1161231,有,,
松山區,租賃房屋,臺北市松山區南京東路五段２３９號８樓之１,0.0,,,,1141125,土地0建物1車位0,八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980331,55.44,1,1,1,有,有,無,24821,448,,0.0,0,續租案件；,RPSNMLOJKIKGFDA77CC,整棟(戶)出租,有,1141215~1161214,有,,
松山區,租賃房屋,臺北市松山區南京東路四段１７０號十一樓之４,0.0,,,,1141124,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720401,52.56,2,2,1,有,有,無,26000,495,,0.0,0,,RPUNMLOJKIKGFDA97CC,整棟(戶)出租,有,1141124~1171123,有,,
士林區,租賃房屋,臺北市士林區葫東街５號四樓,0.0,,,,1141128,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621114,68.95,2,1,1,有,無,無,20000,290,,0.0,0,,RPQNMLOJKIKGFEA67CC,整棟(戶)出租,無,1141205~1171204,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
大安區,租賃房屋,臺北市大安區敦化南路二段１７２巷８弄５號１樓,0.0,,,,1141125,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660721,117.12,1,2,2,有,無,無,60000,512,,0.0,0,租金總額含稅；租賃期間有約定不同租金自民國114年12月1日至民國12月31日止為免租金裝潢，115年1月1日起始收租金一第一年及第二年即115年1月1至116年11月30日止，每月應繳新台幣6萬元整含稅及二代健保費二第三年至第六年，應依前一年度行政院主計處公告之核心CPI年曾調整；,RPPNMLOJKIKGFFA67CC,,無,1141201~1201130,無,,
大安區,租賃房屋,臺北市大安區忠孝東路四段２０５巷３８號９樓之６,0.0,,,,1141127,土地0建物1車位0,九層,9,華廈(10層含以下有電梯),一般事務所,鋼筋混凝土結構造,0930616,41.66,3,1,1,有,有,無,38000,912,,0.0,0,租金總額含管理費；,RPRNMLOJKIKGFFA87CC,整棟(戶)出租,有,1141201~1151130,有,,
大安區,租賃房屋,臺北市大安區臥龍街２２２號１１樓,0.0,,,,1141126,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030529,228.1,3,2,2,有,有,無,133000,583,,0.0,0,租金總額含管理費；其他稅、含一個機車車位；續租案件；,RPTNMLOJKIKGFFA08CC,整棟(戶)出租,有,1141215~1151214,有,,
大安區,租賃房屋,臺北市大安區和平東路一段５０巷１弄８號三樓之６,0.0,,,,1141121,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),一般事務所,鋼筋混凝土造,0970414,42.37,0,1,1,有,有,有,25203,595,,0.0,0,,RPVNMLOJKIKGFFA28CC,,有,1141121~1151120,有,冷氣、熱水器、冰箱,
大安區,租賃房屋,臺北市大安區浦城街４巷１７號２樓,0.0,,,,1141127,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960508,30.240000000000002,1,0,1,有,無,有,18500,612,,0.0,0,續租案件；,RPWNMLOJKIKGFFA38CC,獨立套房,無,1141201~1161130,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
